date,station,site,country,latitude,longitude,closest_cell_lat,closest_cell_lon,cell_distance_km,sst_annual_mean
2019-11-12,man_01,mandela,tanzania,-4.9971,39.65572,-4.97916698455811,39.6458320617676,2.27508870877603,27.8612493772525
2019-11-12,man_02,mandela,tanzania,-4.99211,39.65435,-4.97916698455811,39.6458320617676,1.72093570827284,27.8612493772525
2019-11-10,mis_01,misali,tanzania,-5.23994,39.59536,-5.22916698455811,39.6041679382324,1.54473931056784,27.9616660416747
2019-11-10,mis_02,misali,tanzania,-5.24336,39.59339,-5.22916698455811,39.6041679382324,1.97864213649173,27.9616660416747
2019-11-09,njc_01,njao_coral_garden,tanzania,-4.95431,39.6672,-4.9375,39.6875,2.92424725996105,27.9966660408924
2019-11-09,njc_02,njao_coral_garden,tanzania,-4.95802,39.6694,-4.9375,39.6875,3.03756734257999,27.9966660408924
2019-11-06,njg_01,njao_gap,tanzania,-4.95902,39.66761,-4.97916698455811,39.6875,3.14221086948863,27.9633327083041
2019-11-07,par_01,paradise,tanzania,-4.91343,39.67091,-4.89583349227905,39.6875,2.68451162952308,28.2783327012633
2019-11-05,scs_01,scorpions_secret,tanzania,-4.88761,39.67553,-4.89583349227905,39.6875,1.61085154621096,28.2783327012633
2019-11-05,scs_02,scorpions_secret,tanzania,-4.8825,39.67491,-4.89583349227905,39.6875,2.03562587645132,28.2783327012633
2019-11-08,shi_01,shimba,tanzania,-4.87537,39.67348,-4.89583349227905,39.6875,2.75505738376683,28.2783327012633
2019-11-08,shi_02,shimba,tanzania,-4.87225,39.67199,-4.85416698455811,39.6875,2.64501010167489,28.0695827059293
2023-02-12,mwy_01,mwamba_yee,kenya,-2.23677,41.07044,-2.22916674613953,41.0625,1.22191913066178,27.2524993908592
2023-02-17,pet_02,pethali,kenya,-2.20477,41.05257,-2.1875,41.0625,2.21474572399571,27.4958327187536
2023-02-17,pet_01,pethali,kenya,-2.20232,41.05655,-2.1875,41.0625,1.77558408125087,27.4958327187536
2023-02-10,pop_01,popo,kenya,-2.18108,41.04583,-2.1875,41.0625,1.98507897877131,27.4958327187536
2023-02-10,sag_01,sagafu,kenya,-2.17478,41.02607,-2.1875,41.0208320617676,1.52946691658182,27.7683327126627
