date,station,site,location,country,latitude,longitude,rugosity,viz,temp,max_depth_m,min_depth_m,div_maxd,habitat
2023-03-26,mgl_01,magulugulu,kiunga_marine_reserve,kenya,-1.726246,41.536928,3,12,28,3,1.8,NA,NA
2023-03-20,mhd_01,muhindi,mkokoni,kenya,-1.905207,41.371677,3,9,28,6,1,NA,Gully running E-W sandwiching the reef with seagrass towards the shoreline
2022-09-13,male_03,male,grand_comore,comoros,-11.90958,43.51859,2,15,25.2,12.9,7,13,"spurs with steep edges extending from 5 to 10m depth, with hard coral mostly acropora, pocillopora and encrusting, some porites. sandy gullies . Hawksbill turtle"
2022-09-13,male_04,male,grand_comore,comoros,-11.90733,43.52169,2,20,25.3,18,8,18,"spurs with steep edges extending from 5 to 10m depth, with hard coral mostly acropora, pocillopora and encrusting, some porites. sandy gullies. Whipray"
2023-02-14,miki_01,mikes_inner,kiunga_marine_reserve,kenya,-1.99245,41.28386,2,6,27,2,1.5,NA,NA
2023-02-14,miko_01,mikes_outer,kiunga_marine_reserve,kenya,-1.9938,41.29127,3,7,27,4.4,3.7,NA,NA
2023-02-14,miko_02,mikes_outer,kiunga_marine_reserve,kenya,-1.99774,41.29116,3,7,27,4.4,3.7,NA,NA
2022-10-18,mjk_01,mji_wa_kale,mkwiro,kenya,-4.65693,39.3994,1.5,12,28,4.2,2.6,NA,Hard coral reef with patches of macroalgae. Reef slopes down to 10m dominated by soft coral and sea grass
2022-09-10,mimo_01,memboiboini,grand_comore,comoros,-11.37151,43.32579,2,20,26.3,18,16,18,"extended flat of sand at 15m depth with island of dead coral with live hard coral (acropora, porites, pocillopora and encrusting coral) on top, and soft coral"
2022-09-10,mimo_02,memboiboini,grand_comore,comoros,-11.37374,43.31699,2,20,26.3,15.1,6,17,spurs and sandy gullies with scattered hard coral mostly acropora and encrusting. High sedimentation
2022-10-18,mjk_02,mji_wa_kale,mkwiro,kenya,4.65837,39.39407,1.5,12,28,7.1,3.5,NA,"Reef slope dominated by hard coral to 7m, then slope continues to 10m and dominated by soft corals, sponges and seagrass"
2023-02-13,mkcg_01,mkokoni_coral_garden,kiunga_marine_reserve,kenya,-1.96254,41.30585,3,6,27,3.7,3.2,NA,NA
2021-04-12,mkk_01,makokokwe,kisite_marine_national_park,kenya,-4.72326,39.33669,3,15,29,12.5,7.9,12.5,Hard coral and some soft coral to 12m then sand flat. Massive porites >3m and pachyseris at 8m. 
2022-11-13,mil_01,milimani,mafia,tanzania,-7.94522,39.78382,2,11,26,13,7,NA,"“Inner seas” plateau of coral reef patches, with large patches of coral, some  pinnacles with high relief and topograph surrounded by sand/rubble channels. Approx 8-14m depths. Reef of Acropora, some Porites and Diploastrea."
2023-11-01,mits_02,mitsamiouli_2,grand_comore,comoros,-11.3790333,43.2881833,2,17,27,16,10,21,extensive flat rubble or sand with islands of coral mainly acropora
2023-11-01,mits_03,mitsamiouli_2,grand_comore,comoros,-11.37499,43.29049,2,17,27,15,8,16,spurs and islands of coral dominated by acropora and some pocilopora cca + large expensise of sand areas and some rubbles
2018-10-15,ptou_01,point_ouani,moheli,comoros,-12.24682,43.65845,NA,14,26,16,6,20,"Deep narrow spur and groove structure with grooves of sand, close to rocky cliff shore. Sand bottom at 15m with scattered high bommies. Moderately high dead coral, silt and rubble. Top of spurs with higher coral cover, mostly Acropora. Dead coral looks like old die off from bleaching. fish not very diverse and densities fairly low, several snapper species."
2018-10-16,ptou_02,point_ouani,moheli,comoros,-12.24845,43.65062,NA,29,26,17,8,20,"Spur and groove structured reef to sand at around 20m. Largely dead coral on the shallow part of the plateau before the edge, looks like old bleaching damage, rock now covered in turf algae with some silt.. Somw coral re-growth and CCA high. Favids quite common, black coral at 16m. Diversity moderately high, eg Coris aygula. Some very large schools of Lutjanus gibbus, large schools of Kyphosus sp. and moderately large schools of Gymnocranius grandoculis."
2019-11-10,mis_02,misali,pemba_is,tanzania,-5.24336,39.59339,NA,24,27,16,9,18.5,"Large dead Acropora plates at ~ 7m bordering sand. Reef edge not distinct – rolling ridges of coral and grooves of sand until hard reef edge at 14-15m which then slopes at 50 degrees to sand at ~ 20m. Live coral cover high from around 14m. Many encrusting species – Echinopora etc. The shallow reef ~ 6m dominated by soft corals, dead corals, sponges. Fish populations depleted."
2019-11-10,mis_01,misali,pemba_is,tanzania,-5.23994,39.59536,NA,20,27,16,8,20.5,"Spectacular forereef with very high live coral cover from reef edge at 13m, but with some small areas of sand and rubble. Wall from ~ 16m at 85 degrees and at around 20m coral presence declines, and continues beyond visibility. Some bleached and dead coral particularly Acropora and on reef plateau at 6 – 9m very high mortality of large Acropora plates. Likely from bleaching and looks old – prior to 2016.Fish very depleted. Scarids present and fairly high species diversity but numbers very low. Chaetodon diversity high. 3 Cephalopholis argus but no other groupers. Fishing line very common"
2018-10-13,mrgn_01,miringoni,moheli,comoros,-12.297,43.62397,NA,26,26,18,8,23,"Less distinct spur and groove structure and quite silty, but good coral cover - ~50%. Reef drops to sand, small rocks with turf-algae and silt with scattered mushroom corals (Fungia) at 20-25m. Some coral mortality eg of large Acropora plates. Subragorgia at 22m. Encrusting Goniopora notable and large domes of Favia. Several brain corals, some large Porites bommies in shallows – around 8m. Reef is subtidal flat much closer to shore. Very reduced fish numbers and species. BUt 1 Epineph. flavocaeruleus and Plec laevis. 
1 Plectropomus laevis and 1 Epinehphelus flavocaeruleus."
2018-10-13,djrn_01,djirani,moheli,comoros,-12.28323,43.6221,NA,17,26,15,6,NA,"Shallow forereef fringing mainland which ends on sand at between 10m and 15m. Very rugose with some large Porites, diverse corals, but only about 30% live coral, and also lots of soft coral and turf algae particularly on shallow plateau which is largely dead with turf and several Acanthurus lineatus. Silty.  Fish numbers  and species low. 1 Epinephelus flavocaeruleus."
2018-10-14,djrn_02,djirani,moheli,comoros,-12.27261,43.62108,NA,19,26,17,7,19.6,"Broken up reef edge, lots of dead coral wth turf algae. Some rubble and large boulders with turf. Lots of silt. Large sand patches. Looks like coral mortality from old bleaching event, and possibly some dynamite fishing since rubble and coral boulders are large. Slope ends on sand at ~20m. Live coral largely Pocillopora and Porites. 1 Epinephelus multinotatus."
2018-10-14,mrgn_02,miringoni,moheli,comoros,-12.30268,43.62671,NA,25,-1,13,6,18,"Forereef with spur and groove structure slopes steeply and quickly to sand bottom with isolated bommies at ~ 15m. High live coral (~50%) on reef edge favids, Acropora, Goniopora, areas of staghorn Acropora in shallows (~6m). Some silt, large areas of sand. Moderate rogusity. Few fish, but parrotfish diversity relatively high, though numbers low. Three large Cetoscarus ocellatus males, Sphyraena barracuda. "
2021-04-12,mkk_02,makokokwe,kisite_marine_national_park,kenya,-4.72159,39.33532,3,15,28,11.5,7,11.1,"Extensive HC and SC from shallow 2m to about 8m . Filamentous algae + lobophyta MA, flat sandy substrate after 8m"
2021-03-31,mlcg_01,malindi_coral_garden,malindi_marine_national_park,kenya,-3.25604,40.14085,1,6,30,2,1,3.2,"Shallow lagoon reef with HC growth some partial dead, Massive and branching porites"
2021-03-31,mlcg_02,malindi_coral_garden,malindi_marine_national_park,kenya,-3.25932,40.14463,1,6,30,2,1,3,"Shallow lagoon reef with patches of coral growth interspersed with sand, rubble and seagrass patches"
2022-04-01,mli_01,mliani,msambweni,kenya,-4.53723,39.46921,1.5,11,30,10.1,5.9,11.4,Reef on a slope of 20 ending at 10m. Rich hard corals and soft corals with massive posites and asteopora. Seagrass and sand from 10m
2022-04-01,mli_02,mliani,msambweni,kenya,-4.53429,NA,1.5,11,30,9.6,6.2,9.8,Rich hard corals and soft corals upto 9m then seagrass and sand 
2021-03-18,mor_01,moray,watamu_marine_national_reserve,kenya,-3.37962,40.0112,3,14,28,15.6,10,21.8,"SC on the flat at 10m big diploastrea >1m at 14m, Large shoals of kyphosidae + hexacanthus, many dead acropora colonies at 10m"
2021-03-18,mor_02,moray,watamu_marine_national_reserve,kenya,-3.38275,40.00785,3,16,28,15.1,10,22,"Some halimeda, Sc and HC at 10m about 30 slope from 12m rubble and bare substrate at 20m low relief from DC"
2022-10-19,mps_01,mapasi,mkunguni,kenya,-4.47096,39.50707,2,10,28,6.4,4.2,NA,Flat forereef area dominated by soft corals with ridges and occasional hard coral. Inner area bordered by macroalgae and outer by sand
2022-10-19,mps_02,mapasi,mkunguni,kenya,-4.47471,39.50128,2,6,28,7.2,5.1,NA,Rubble and macroalgae dominaned flat reef. Occasional soft coral and ridges
2020-11-24,mrd_01,mradi_tengefu,kanamai,kenya,-3.94492,39.7806,1,9,28,3.6,2,NA,NA
2023-02-19,mtb_01,mtanga_wa_bandari,pate,kenya,-2.18239,41.02393,1.5,9,28,2,0.9,NA,NA
2021-11-16,mvu_01,mvureni,diani,kenya,-4.35188,39.57766,2,12,26,12,8.6,15.9,"patches of macroalgae and cyano mats at 12m, Rich hard corals and soft"
2022-04-03,mwk_01,mwakinyavu,msambweni,kenya,-4.56582,39.47786,1.5,14,29,7.9,6.5,11.4,Reef with a gently slope of 10 ending at 8m with rubble and sand taking over. The reef aea consist of a mixture of soft corals and hard corals with occasional patches of Macroalgae overgrowing corals. A few dead standing acropora colonies
2022-04-03,mwk_02,mwakinyavu,msambweni,kenya,-4.56088,39.47862,1.5,14,29,11.4,8.7,11.4,"Flat reef with encrusting colonies of hard corals that change into a massive galaxea colony at 9m, some filamentous algae."
2023-03-25,mwm_01,mwamba_mkuu,kiunga_marine_reserve,kenya,-1.778497,41.510267,3,8,28,10.8,9,NA,NA
2023-02-12,mwy_01,mwamba_yee,pate,kenya,-2.23677,41.07044,1.5,11,28,8.6,5,NA,"Outer fringing reef. Flat at 5m, macroalgea, rock & sand dominated. 20 degree slope to sand and macroalgea at 10. Very few live corals, very occasional small porties bommies. Transects done on the landward side of the slope."
2018-10-11,mrrn_01,mirereni,moheli,comoros,-12.33908,43.65045,NA,20,26,17,10,17,Beautiful complex reef with rich coral growth and diversity but few fish. Spur and groove structure ~500 metres from shore. Gentle slope and then drops at ~ 17m steeply at 65 degrees where encrusting Goniopora dominates. Saw Subragonia octocoral at ~ 25m but was too shallow to return to photograph it. But few fish.
2018-10-12,mrrn_02,mirereni,moheli,comoros,-12.32809,43.64773,NA,25,26,19,6,17,Steeply sloping reef at 13-15m with encrusting Porites and others eg. Pachyseris? Very high coral cover ~ 70% on spurs. Several large Chlor strongylocephalos & Monotaxis grandoculis.
2018-10-09,frng_01,ferenga,moheli,comoros,-12.4108,43.70401,NA,22,26,19,7,19.8,"Rich coral growth, moderately high diversity, some large favids, some large plates, ~ 70% cover, moderately high rugosity. Fringing islet facing south and slopes fairly steeply at ~ 45 degrees to sand and rubble at ~ 20-25m. Parrotifsh quite common and diverse and TP present and quite large. 1 Plectropomus laevis."
2018-10-10,frng_02,ferenga,moheli,comoros,-12.41786,43.70248,NA,18,26,18,7,18.4,"Reef fringes rock wall of island with a shallow plateau at ~ 5m, which then drops at ~45 degrees with very rich coral growth, to around 20m of sand and rubble. Corals dominated by various Acropora, domes of Favia and large stands of digitate Porites. Moderate fish diversity; several parrotfish, some very large, such as Scarus rubroviolaceus. Some large Plectropomus laevis –one strange mottled colour, not seen before, and Variola louti common."
2018-10-10,samb_01,sambia,moheli,comoros,-12.38775,43.78609,NA,15,26,17,6,17,"Fringing reef with spur and groove structure, sloping to rubble, sand and silt at ~ 20m. High cover of live coral, encrusting Goniopora notable,  but also areas of rubbles and silt; slightly turbid, and some macro-algae. Fish diversity quite high."
2018-10-11,samb_02,sambia,moheli,comoros,-12.39301,43.79161,NA,20,26,17,9,17,"Wide shelf of reef with spur and groove structure. High coral growth on spurs but mostly rubble in the grooves. Corals continue to at least 30m – slope covered with mainly encrusting plate corals at >20m. Highly varied topography – high rugosity. Several parrotfish and surgeon fish, notably several large Naso brachycentron and N. unicornis, though the latter two never in transects! Monotaxis grandoculis, large and several. An enormous Lutjanus bohar (>70cm), several Plectropomus laevis."
2023-11-04,ndje_01,ndjelezi,grand_comore,comoros,-11.37226,43.39113,2.5,27,28,16,8,22,"well develop reef slope 35 degrees with spurs. Moderate live coral mainly small heads. CCA high. Patches of soft and anenom and drop steeply over 80m to sand with ledges. Huge schools of 11cm L. kasmira and L. gibbus. School of 20 C. melampagus, 1 green turle, no big groupoers.E.melanostigma  - is correct, 1 melanostigma recorded but no photo so cannot verify, but definately not spilotoceps."
2022-10-17,ngm_01,ngomani,kibuyuni,kenya,-4.64668,39.32629,1,7,28,2.8,1.4,NA,Patches of hard coral in macroalgea and seagrass and small coral slope to 4m then sand
2022-10-17,ngm_02,ngomani,kibuyuni,kenya,-4.64581,39.3316,1,7,28,3.4,2.3,NA,"Small patches of hard coral on flat dominated by macroalgea, seagrass and sand"
2019-11-09,njc_02,njao_coral_garden,pemba_is,tanzania,-4.95802,39.6694,NA,14,27,12,7,26,"Gentle slope of sand at 20 degrees with scattered coral patches, some live, especially massive corals, soft corals and sponges. Halimeda algae very common especially near the reef edge. Some dead corals and large Acroprora plates corals dead or partially dead, but structure intact, likely old bleaching. Massive corals live – Favia, Favites, Pleriogyra (?) etc.. Edge at 12m. Wall drops very steeply with ledges and large fans and sponges. Still on wall at 27m, and bottom not seen! No live coral observed on wall and very few fish, felt like a mesophotic reef! Strongly depleted, no groupers, no lutjanids, but scarids present."
2019-11-09,njc_01,njao_coral_garden,pemba_is,tanzania,-4.95431,39.6672,NA,12,28,15,10,21,"Gentle slope of 15 degrees at reef top in 8-10m, with banks of live Echinopora and some Galaxea. Some patches of dead coral and areas of soft corals. Fish trap and a set bottom gillnet. Reef edge at ~ 12- 13m depth and then drops at 50 degrees to sand bottom at ~ 30m. Steep slope has almost full cover of hard coral – primarily extensive banks of Galaxea and Echinopora. Several other corals also present – fungids, Acropora, Pocillopora. Very healthy stretch of reef except for fish pop - strongly depleted, no groupers, only 3 individual emperors and no reef lutjanids, but chaetodons quite diverse and scarids are present."
2019-11-06,njg_01,njao_gap,pemba_is,tanzania,-4.95902,39.66761,NA,11,27,18,7,21,"Southside of reef pass / island channel. Fairly strong current, particularly at surface, going out to sea, this before high tide. Reef plateau at 7-10m dominated by Halimeda, moderately high topography of very large coral bommies, mostly dead. Slopes to reef edge at ~ 13m then a wall that drops at 90 degrees in the channel to a sand slope at around ~25m which slopes at ~ 70 degrees. Sand a common substrate. Wall has fans, and many sponges. Some small Acropora. Fish highly depleted. Kyphosids quite common on plateau. 12 giant barracuda."
2021-03-30,nor_01,north_reef,malindi_marine_national_park,kenya,-3.24697,40.14929,2,12,29,13.1,7,13.1,"Degraded reef at 10m with high ruef algae and halimeda, gentle slope ~20 to 10m then flat sand and rubble, some colonies of pachyseris and echinophyllia. Medium relief from DC"
2021-03-30,nor_02,north_reef,malindi_marine_national_park,kenya,-3.24513,40.14784,2,12,29,12.8,8.3,12.8,"Rubble from 8m with a slope of 30, generally degraded reef with medium relief from DC, flat and rubbly from 12m onwards. One COTs observed at 9.5m"
2023-03-23,nycg_01,nyali_coral_garden,mombasa_marine_national_reserve,kenya,-4.02071,39.73404,2,8,29,2,1,NA,"Flat inner shallow terrace. Large porites bommies, which are exposed at low tide, surrounded by sandy patches and macroalgea covered dead coral. "
2022-11-14,nyn_01,nyamalile_north,mafia,tanzania,-8.0285,39.510833,2,9,27,8.7,2.9,NA,"Very extensive reef plateau (2-8m) of dead stag horn Acropora, areas of dead plate Acropora; high cover of brown algae (large leaf), several small live coral heads, CCA common."
2022-11-14,nys_01,nyamalile_south,mafia,tanzania,-8.042,39.508667,2,16,27,8.3,3,8.6,Patches of coral reefs end on sand at ~ 12m. Coral (Millepora) and black sponges very common. Live corals scattered but with large areas of Pachyseris and Lobophyllia.
2022-09-09,ndje_01,ndjelezi,grand_comore,comoros,-11.37216,43.39191,2,15,26.1,NA,NA,25,"No transect completed - strong current. large spurs and sand gullies to 16-18m depth. steep slope. High density of fish (redtooth triggerfish, fusiliers), 5 large napoleon wrasse, 3 large potato groupers"
2023-11-04,ndje_02,ndjelezi,grand_comore,comoros,-11.37578,43.3952,3,26,27,15,8,24.5,steep sandy slope at 13-16m mostly spurs of consolidated coral rock with sandy surface. Change with abrupt 50degree sandy slope at 16m. A deep spur with sandy ledges. Patch of cold water flowing
2020-11-19,pap_01,papa_reef,malindi_marine_national_park,kenya,-3.26395,40.14376,1.5,10,27,10,5.6,NA,NA
2020-11-19,pap_02,papa_reef,malindi_marine_national_park,kenya,-3.26084,40.14191,1.5,10,27,11,4.2,NA,NA
2019-11-07,par_01,paradise,pemba_is,tanzania,-4.91343,39.67091,NA,15,27,15,10,18,"Extremely damaged reef. Dead and broken up reef and sand plateau at ~ 5m. Looks exactly like dynamite damage – large scattered pieces of old coral. High level of rubble. Diadema urchins abundant. Sand dominates. Reef crest at ~ 12 m to sandy slope. Scattered dead coral pieces covered with soft corals, some sponges. Low topography. Occasional small live Acroprora and Porites. “Reef” ends on sand at ~ 25m, with bommies visible further offshore on sand. Very few fish. Several species of small labrids present"
2023-02-17,pet_01,pethali,shanga,kenya,-2.20232,41.05655,3,8,27,7.9,5.8,NA,NA
2023-02-17,pet_02,pethali,shanga,kenya,-2.20477,41.05257,3,8,27,5.7,4.2,NA,NA
2022-09-06,ndro_01,ndroude,grand_comore,comoros,-11.40755,43.41835,2,20,25.8,18,10,18,"coral spurs to over 20m depth, sand channels, solid dead coral base with occcaisionla live acropora and pocilopora. Lots of large fishes deeper, napoleon wrasses, large potato grouper, 3 grey reef sharks"
2023-02-10,pop_01,popo,pate,kenya,-2.18108,41.04583,2,7,28,6,2,NA,"Galaxia abundant on reef top at 4m with diverse algae, Lobophora and Halimeda dominate. Slope to sand bottom at 10-12m. Areas of sand and rubble with red algae. Relative high and diverse live coral cover in patches "
2023-02-23,riw_01,ras_iwatine,mobasa_marine_national_reserve,kenya,-2.21796,40.97657,1,7,28,1.5,0.5,NA,Flat shallow inner reef. Mainly algea dominated with patches of dead hard coral and coraline algea.
2023-02-10,sag_01,sagafu,pate,kenya,-2.17478,41.02607,1,6,28,5,3,NA,Sandy patch with some bommies. Seagrass and sand dominated with sponges. Sedimentation.
2023-02-15,sht_01,shimo_la_tewa,kiunga_marine_reserve,kenya,-2.04374,41.24154,3.5,8,27,4.6,4.1,NA,NA
2022-09-06,ndro_02,ndroude,grand_comore,comoros,-11.41758,43.4235,2,12.5,26,18,8,20,spurs on sand to around 15m depth then sand. Very scarce live hard coral (small Acropora) on the spurs. Fish depleted
NA,,,,,NA,NA,NA,NA,NA,NA,NA,NA,
2019-11-05,scs_01,scorpions_secret,pemba_is,tanzania,-4.88761,39.67553,NA,14,27,16,4,19.8,"Very dead broken up reef plateau at ~ 4m depth, no live coral, gives way to sand sloping at ~ 50 degrees. Large areas of rubble on the sand slope. No live coral or bommies on the slope. Diadema sea urchins very common. Fish highly depleted. No grouper species at all. Small labrid species relatively common."
2019-11-05,scs_02,scorpions_secret,pemba_is,tanzania,-4.8825,39.67491,NA,15,27,13,9,19.6,"Reef plateau at 5-10m of broken up dead coral – looks like old dynamite damage because coral structure does not resemble death from bleaching and collapse of finer structure. Coral structure is overturned and broken up. Could reflect severe cyclone but they don’t occur here. Soft corals abundant. Very few live hard corals. Plateau then slopes at 40 degrees, largely sand but with some coral outcrops at ~ 15m depth of moderately large colonies of live Pavona. Depleted fish populations, snappers notably absent, but small groupers (Cephalopholis spp) common."
2019-11-08,shi_01,shimba,pemba_is,tanzania,-4.87537,39.67348,NA,18,27,14,4,20,"Sand and largely dead reef flat at 4-5 m; slopes to edge at ~ 8m and then a sandy slope dropping at 50 degrees. Sea urchins abundant especially on reef flat. More live coral on sand slope, and the most seen so far on the survey. Nevertheless reef dominated by sand and rubble. Soft coral common on rock/dead coral. Depleted numbers and diversity of fish but schools of small Aprion viriscens."
2019-11-08,shi_02,shimba,pemba_is,tanzania,-4.87225,39.67199,NA,20,26,13,9,18,"Reef flat of rubble and sand. Edge at 8m, slope all dead, mainly rubble and sand and soft coral. Similar to SHI_01. Fish highly depleted. But Ctenochaetus species abundant. Some larger planktivorous Naso species off the reef edge."
2023-03-24,str_01,starfish,mombasa_marine_national_park,kenya,-4.06005,39.71089,1,8,29,1,1,NA,Flat inner lagoon reef. Macroalgea and seagrass dominanted with dead hard coral patches.
2022-11-04,tkg_01,takaungu,kilifi_plantation,kenya,-3.66621,39.88277,2,8,26,13.2,9.3,NA,"Flat fringing reef at 10m, slope at 30 degrees to ~20m. Mostly macroalgea with some patches of soft corals"
2020-11-20,tur_01,turtle_reef,watamu_marine_national_park,kenya,-3.37573,40.00408,2,10,28,8,4,NA,NA
2020-11-20,tur_02,turtle_reef,watamu_marine_national_park,kenya,-3.37676,40.00369,2,10,28,8.2,4.2,NA,NA
2021-04-15,ump_01,upper_mpunguti,kisite_marine_national_reserve,kenya,-4.70173,39.4051,1,12,28,8.9,4,8.9,"Shallow reef starting at 3m big galaxea at 4m, SC down to 6m with no HC, gentle slope, 20, sand at 8m"
2021-04-15,ump_02,upper_mpunguti,kisite_marine_national_reserve,kenya,-4.69941,39.40873,1,12,28,8.2,4,8.2,Extensive growth of galacea interspersed with sand. Only Sand from 8m 
2021-03-17,uyo_01,uyombo,watamu_marine_national_reserve,kenya,-3.42151,39.97653,2,14,28,13,10,19,"High algae cover and some red algae at 18m, Some sand and mainly rubble, dead coral, lionfish common, medium topography in places with dead coral covered in algae"
2022-11-13,utm_01,utumbi,mafia,tanzania,-7.94784,39.78749,3,12,27,14.4,8,15,"Flat fringing reef at 10m, slope at 30 degrees to ~20m. Mostly macroalgea with some patches of soft corals"
2021-03-17,uyo_02,uyombo,watamu_marine_national_reserve,kenya,-3.4253,39.97349,2,14,28,14,10,16.5,"High algae cover and some red algae at 18m, Some sand and mainly rubble, dead coral, lionfish common, medium topography in places with dead coral covered in algae"
2021-02-15,vmn_01,vuma_north,vuma,kenya,-3.739983,39.856283,3,12,26,15,9,18,NA
2021-02-15,vmn_02,vuma_north,vuma,kenya,-3.736633,39.8565,3,12,26,17,5,17,NA
2021-02-16,vms_01,vuma_south,vuma,kenya,-3.762467,39.848483,3,10,26,16,9,17,NA
2021-02-16,vms_02,vuma_south,vuma,kenya,-3.758617,39.84935,3,10,25,17,9,19,NA
2020-11-23,was_01,wasini_tengefu,wasini,kenya,-4.65405,39.3628,2,8,27,7,1.5,NA,NA
2020-11-23,was_02,wasini_tengefu,wasini,kenya,-4.65436,39.36415,2,8,27,7.3,2.1,NA,NA
2021-04-01,wcg_01,watamu_coral_garden,watamu_marine_national_park,kenya,-3.38165,39.99378,2,6,28,4,1.5,4.5,Shallow degraded reef with structure of dead porites. A few massive porites. Sand and seagrass on the seaward edge and seagrass on the landward side
2021-04-01,wcg_02,richard_bennet,watamu_marine_national_park,kenya,-3.37821,39.9974,1.5,6,28,4,1,4,Shallow narrow reef with a few large porites bommies and a diverse of other coral general. Some patches of sand and seagrass on the edge both on the seaward and landward
2022-11-03,wmb_01,wembe,kuruwitu,kenya,-3.76209,39.8414,3,12,27,12.8,10.6,NA,"Fringing reef close to Vuma cliffs. Gently sloping plateau reef to 10m. 45 degree slope to depth. Mainly soft corals, with some live coral and macroalgea."
2022-11-03,wmb_02,wembe,kuruwitu,kenya,-3.76662,39.84587,3,10,27,12.2,10,NA,"Fringing reef close to Vuma cliffs. Gently sloping plateau reef to 10m. 45 degree slope to depth. Mainly soft corals, with some live coral and macroalgea."
2022-11-19,yuy_02,yuyuni,mafia,tanzania,-7.98624,39.81177,3.5,16,25,16,9,21,"Forereef slope at 35 degrees to rubble and sand bottom at 18-20m. Slope dominated by soft corals, sponges and rock with sand patches. Several live corals, including plate Acropora, Pocillopora common and Porites"
2022-11-19,yuy_01,yuyuni,mafia,tanzania,-7.198201,39.81374,3,21,27,19.5,11,19.3,"Wall slopes at ~ 75 degrees to around 22m, composed of bare rock covered in low turf like algae, brown and green, sand, occasional small hard corals. Appears to be more of an algal reef not coral reef. Upper plateau dominated by algea."
