date,country,location,site,station,family,species_new,taxon_group,functional_group,ts_no,number,size_class,l,a,b,weight_g,tot_wt_g
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,balistidae,balistap_sp.,benthic,#error!,1,4,21,23,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,epinephilidae,aethaloperca_rogaa,aetheloperca,#error!,2,1,31,33,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,lethrinidae,gnathodentex_aurolineatus,gnathodentex,#error!,2,10,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,lutjanidae,aphareus_furca,aphareus,#error!,2,3,21,23,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,lutjanidae,lutjanus_kasmira,lutjanus,#error!,2,10,21,23,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,lutjanidae,lutjanus_kasmira,lutjanus,#error!,2,6,16,18,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,scarinae,cetoscarus_ocellatus,cetoscarus,#error!,2,1,31,33,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,scarinae,chlorurus_strongylocephalus_s,chlor.,#error!,2,1,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,scarinae,chlorurus_strongylocephalus_s,chlor.,#error!,2,1,31,33,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,scarinae,chlorurus_strongylocephalus_s,chlor.,#error!,2,1,26,28,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,scarinae,chlorurus_sordidus_s,chlor.,#error!,2,2,16,18,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,scarinae,chlorurus_sordidus_b,chlor.,#error!,2,1,21,23,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,scarinae,scarus_frenatus,scarus,#error!,2,1,26,28,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,scarinae,scarus_tricolor,scarus,#error!,2,1,16,18,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,chaetodontidae,chaetodon_guttatissimus,chaetodons,#error!,2,1,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,chaetodontidae,chaetodon_kleinii,chaetodons,#error!,2,2,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,chaetodontidae,chaetodon_trifascialis,chaetodons,#error!,2,7,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,chaetodontidae,forcipiger_longirostris,forcipiger,#error!,2,3,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,acanthuridae,acanthurus_leucosternon,acanthurus,#error!,2,9,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,acanthuridae,zebrasoma_scopas,zebrasoma,#error!,2,13,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,acanthuridae,ctenochaetus_striatus,ctenochaetus,#error!,2,17,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,acanthuridae,ctenochaetus_truncatus,ctenochaetus,#error!,2,6,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,balistidae,balistap_sp.,benthic,#error!,2,4,21,23,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,3,3,16,18,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,lutjanidae,macolor_niger,macolor,#error!,3,1,16,18,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,scarinae,chlorurus_sordidus_s,chlor.,#error!,3,2,16,18,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,scarinae,chlorurus_sordidus_b,chlor.,#error!,3,1,21,23,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,chaetodontidae,chaetodon_interruptus,chaetodon,#error!,3,2,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,chaetodontidae,chaetodon_guttatissimus,chaetodons,#error!,3,3,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,chaetodontidae,chaetodon_kleinii,chaetodons,#error!,3,5,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,chaetodontidae,chaetodon_meyeri,chaetodons,#error!,3,2,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,chaetodontidae,chaetodon_trifascialis,chaetodons,#error!,3,10,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,chaetodontidae,chaetodon_trifasciatus,chaetodons,#error!,3,4,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,chaetodontidae,hemitaurichthys_zoster,hemitaurich,#error!,3,8,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,chaetodontidae,heniochus_monoceros,heniochus,#error!,3,2,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,3,11,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,acanthuridae,acanthurus_leucosternon,acanthurus,#error!,3,6,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,acanthuridae,naso_elegans,naso,#error!,3,2,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,acanthuridae,zebrasoma_scopas,zebrasoma,#error!,3,4,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,acanthuridae,ctenochaetus_striatus,ctenochaetus,#error!,3,36,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,pomacanthidae,centropyge_spp.,centropyge,#error!,3,1,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam1,pomacanthidae,pomacanthid_spp.,pomancanthids,#error!,3,1,16,18,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,lethrinidae,lethrinus_harak,lethrinus,#error!,4,1,31,33,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,4,1,21,23,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,scarinae,calotomus_carolinus,calotomus,#error!,4,1,21,23,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,scarinae,scarus_frenatus,scarus,#error!,4,1,26,28,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,scarinae,scarus_tricolor,scarus,#error!,4,2,21,23,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,scarinae,scarus_tricolor,scarus,#error!,4,1,16,18,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,chaetodon_guttatissimus,chaetodons,#error!,4,5,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,chaetodon_kleinii,chaetodons,#error!,4,2,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,chaetodon_interruptus,chaetodon,#error!,4,1,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,chaetodon_trifascialis,chaetodons,#error!,4,2,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,heniochus_monoceros,heniochus,#error!,4,3,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,chaetodon_trifasciatus,chaetodons,#error!,4,2,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,acanthuridae,acanthurus_nigricaudus,acanthurus,#error!,4,4,16,18,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,4,2,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,acanthuridae,acanthurus_leucosternon,acanthurus,#error!,4,2,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,acanthuridae,naso_elegans,naso,#error!,4,2,16,18,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,acanthuridae,naso_elegans,naso,#error!,4,3,21,23,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,acanthuridae,zebrasoma_scopas,zebrasoma,#error!,4,4,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,acanthuridae,ctenochaetus_striatus,ctenochaetus,#error!,4,27,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,epinephilidae,aethaloperca_rogaa,aetheloperca,#error!,5,1,31,33,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,lethrinidae,lethrinus_obsoletus,lethrinus,#error!,5,1,26,28,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,5,1,21,23,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,scarinae,chlorurus_sordidus_b,chlor.,#error!,5,4,21,23,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,scarinae,chlorurus_sordidus_s,chlor.,#error!,5,1,16,18,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,chaetodon_lineolatus,chaetodons,#error!,5,2,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,chaetodon_guttatissimus,chaetodons,#error!,5,2,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,chaetodon_kleinii,chaetodons,#error!,5,6,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,chaetodon_meyeri,chaetodons,#error!,5,2,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,chaetodon_madagaskariensis,chaetodons,#error!,5,3,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,chaetodon_lunula,chaetodons,#error!,5,2,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,chaetodon_trifascialis,chaetodons,#error!,5,8,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,chaetodon_trifasciatus,chaetodons,#error!,5,3,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,hemitaurichthys_zoster,hemitaurich,#error!,5,2,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,chaetodontidae,heniochus_monoceros,heniochus,#error!,5,1,6,8,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,5,2,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,acanthuridae,naso_elegans,naso,#error!,5,1,21,23,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,acanthuridae,naso_elegans,naso,#error!,5,1,16,18,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,acanthuridae,zebrasoma_scopas,zebrasoma,#error!,5,9,11,13,NA,NA,NA,NA
2010-03-16,comoros,mitsamiouli,mitsam,mitsam2,acanthuridae,ctenochaetus_striatus,ctenochaetus,#error!,5,33,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,epinephilidae,cephalopholis_nigripinnis,epineph._small,#error!,1,1,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,epinephilidae,cephalopholis_miniata,cephalopholis,#error!,1,1,31,33,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,epinephilidae,variola_louti,variola,#error!,1,1,26,28,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,1,2,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,lutjanidae,macolor_niger,macolor,#error!,1,2,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,scarinae,calotomus_carolinus,calotomus,#error!,1,2,26,28,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,scarinae,chlorurus_sordidus_s,chlor.,#error!,1,6,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,scarinae,scarus_psittacus,scarus,#error!,1,1,26,28,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,chaetodontidae,chaetodon_guttatissimus,chaetodons,#error!,1,1,6,8,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,chaetodontidae,chaetodon_kleinii,chaetodons,#error!,1,5,6,8,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,chaetodontidae,chaetodon_bennetti,chaetodons,#error!,1,7,6,8,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,chaetodontidae,heniochus_monoceros,heniochus,#error!,1,1,6,8,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,chaetodontidae,forcipiger_flavissimis,forcipiger,#error!,1,3,6,8,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,chaetodontidae,forcipiger_longirostris,forcipiger,#error!,1,8,6,8,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,acanthurus_nigricaudus,acanthurus,#error!,1,2,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,acanthurus_nigricaudus,acanthurus,#error!,1,3,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,acanthurus_tennentii,acanthurus,#error!,1,1,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,1,5,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,naso_elegans,naso,#error!,1,4,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,naso_elegans,naso,#error!,1,2,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,zebrasoma_scopas,zebrasoma,#error!,1,11,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,ctenochaetus_striatus,ctenochaetus,#error!,1,18,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,balistidae,balistap_sp.,benthic,#error!,1,1,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,siganidae,siganus_sutor,siganids,#error!,1,1,31,33,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,siganidae,siganus_sutor,siganids,#error!,1,1,26,28,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,epinephilidae,cephalopholis_nigripinnis,epineph._small,#error!,2,1,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,epinephilidae,cephalopholis_nigripinnis,epineph._small,#error!,2,1,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,epinephilidae,cephalopholis_miniata,cephalopholis,#error!,2,1,26,28,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,epinephilidae,variola_louti,variola,#error!,2,1,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,epinephilidae,variola_louti,variola,#error!,2,1,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,2,1,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,lutjanidae,lutjanus_bohar,lutjanus,#error!,2,1,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,scarinae,scarus_rubroviolaceus,scarus,#error!,2,2,41,43,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,scarinae,scarus_frenatus,scarus,#error!,2,1,31,33,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,scarinae,chlorurus_sordidus_b,chlor.,#error!,2,3,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,scarinae,chlorurus_sordidus_s,chlor.,#error!,2,3,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,chaetodontidae,chaetodon_kleinii,chaetodons,#error!,2,2,6,8,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,chaetodontidae,chaetodon_meyeri,chaetodons,#error!,2,2,6,8,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,2,14,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,acanthurus_tennentii,acanthurus,#error!,2,2,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,naso_elegans,naso,#error!,2,1,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,naso_elegans,naso,#error!,2,1,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,zebrasoma_scopas,zebrasoma,#error!,2,19,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,ctenochaetus_striatus,ctenochaetus,#error!,2,39,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,pomacanthidae,centropyge_spp.,centropyge,#error!,2,4,6,8,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,epinephilidae,cephalopholis_nigripinnis,epineph._small,#error!,3,4,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,epinephilidae,epinephelus_fasciatus,epineph._small,#error!,3,1,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,epinephilidae,epinephelus_fasciatus,epineph._small,#error!,3,1,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,epinephilidae,variola_louti,variola,#error!,3,1,31,33,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,lutjanidae,aphareus_furca,aphareus,#error!,3,1,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,lutjanidae,aphareus_furca,aphareus,#error!,3,6,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,scarinae,scarus_frenatus,scarus,#error!,3,1,36,38,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,scarinae,chlorurus_sordidus_b,chlor.,#error!,3,2,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,scarinae,scarus_tricolor,scarus,#error!,3,1,26,28,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,chaetodontidae,chaetodon_lunula,chaetodons,#error!,3,2,6,8,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,chaetodontidae,chaetodon_guttatissimus,chaetodons,#error!,3,2,6,8,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,chaetodontidae,chaetodon_meyeri,chaetodons,#error!,3,4,6,8,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,chaetodontidae,forcipiger_longirostris,forcipiger,#error!,3,2,6,8,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,3,16,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,acanthurus_tennentii,acanthurus,#error!,3,6,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,acanthurus_thompsoni,acanthurus,#error!,3,2,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,naso_hexacanthus_b,naso,#error!,3,1,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,naso_hexacanthus_b,naso,#error!,3,1,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,naso_elegans,naso,#error!,3,2,16,18,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,naso_elegans,naso,#error!,3,1,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,acanthuridae,ctenochaetus_striatus,ctenochaetus,#error!,3,42,11,13,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,balistidae,balistap_sp.,benthic,#error!,3,2,21,23,NA,NA,NA,NA
2010-03-17,comoros,moindzaza,moindz,moindz1,siganidae,siganus_sutor,siganids,#error!,3,1,26,28,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,epinephilidae,cephalopholis_leopardus,cephalopholis,#error!,1,1,16,18,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,epinephilidae,variola_louti,variola,#error!,1,1,26,28,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,1,1,31,33,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,lutjanidae,aphareus_furca,aphareus,#error!,1,1,31,33,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,scarinae,calotomus_carolinus,calotomus,#error!,1,1,26,28,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,scarinae,scarus_tricolor,scarus,#error!,1,1,36,38,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,scarinae,scarus_tricolor,scarus,#error!,1,1,21,23,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,scarinae,scarus_spp.,scarus,#error!,1,1,21,23,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,chaetodontidae,chaetodon_auriga,chaetodons,#error!,1,1,6,8,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,chaetodontidae,chaetodon_madagaskariensis,chaetodons,#error!,1,1,6,8,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,chaetodontidae,chaetodon_guttatissimus,chaetodons,#error!,1,1,6,8,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,chaetodontidae,chaetodon_meyeri,chaetodons,#error!,1,1,6,8,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,chaetodontidae,hemitaurichthys_zoster,hemitaurich,#error!,1,2,6,8,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,chaetodontidae,forcipiger_flavissimis,forcipiger,#error!,1,1,6,8,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,1,9,11,13,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,acanthuridae,naso_elegans,naso,#error!,1,2,16,18,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,acanthuridae,ctenochaetus_striatus,ctenochaetus,#error!,1,24,11,13,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,acanthuridae,zebrasoma_velifer,zebrasoma,#error!,1,2,11,13,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,balistidae,balistap_sp.,benthic,#error!,1,1,21,23,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,siganidae,siganus_stellatus,siganids,#error!,1,1,31,33,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,lutjanidae,aphareus_furca,aphareus,#error!,2,1,21,23,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,chaetodontidae,chaetodon_auriga,chaetodons,#error!,2,2,6,8,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,chaetodontidae,chaetodon_trifascialis,chaetodons,#error!,2,1,6,8,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,chaetodontidae,hemitaurichthys_zoster,hemitaurich,#error!,2,10,6,8,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,chaetodontidae,forcipiger_longirostris,forcipiger,#error!,2,2,6,8,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,2,5,11,13,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,acanthuridae,naso_elegans,naso,#error!,2,1,11,13,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,acanthuridae,naso_elegans,naso,#error!,2,1,16,18,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,acanthuridae,naso_elegans,naso,#error!,2,1,21,23,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,acanthuridae,zebrasoma_scopas,zebrasoma,#error!,2,2,11,13,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,acanthuridae,ctenochaetus_striatus,ctenochaetus,#error!,2,19,11,13,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,balistidae,balistap_sp.,benthic,#error!,2,4,21,23,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,pomacanthidae,centropyge_spp.,centropyge,#error!,2,1,6,8,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,epinephilidae,cephalopholis_nigripinnis,epineph._small,#error!,3,1,16,18,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,epinephilidae,epinephelus_fasciatus,epineph._small,#error!,3,1,21,23,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,lutjanidae,aphareus_furca,aphareus,#error!,3,1,36,38,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,lutjanidae,aphareus_furca,aphareus,#error!,3,1,26,28,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,lutjanidae,lutjanus_bohar,lutjanus,#error!,3,1,11,13,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,lutjanidae,lutjanus_gibbus,lutjanus,#error!,3,1,26,28,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,lutjanidae,lutjanus_gibbus,lutjanus,#error!,3,4,31,33,NA,NA,NA,NA
2010-03-18,comoros,male,male,male2,lutjanidae,lutjanus_kasmira,lutjanus,#error!,3,3,21,23,NA,NA,NA,NA
