date,country,location,site,station,family,species_new,taxon_group,functional_group,ts_no,number,size_class,l,a,b,weight_g,tot_wt_g
2009-10-16,tanzania,zanzibar,chumb,chuma1,epinephilidae,aethaloperca_rogaa,aetheloperca,#error!,1,1,31,33,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,epinephilidae,aethaloperca_rogaa,aetheloperca,#error!,1,1,36,38,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,epinephilidae,aethaloperca_rogaa,aetheloperca,#error!,1,1,46,48,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,epinephilidae,cephalopholis_boenack,cephalopholis,#error!,1,1,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,epinephilidae,cephalopholis_miniata,cephalopholis,#error!,1,1,36,38,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,epinephilidae,cephalopholis_miniata,cephalopholis,#error!,1,1,31,33,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,1,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,1,1,31,33,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,scarinae,scarus_tricolor,scarus,#error!,1,1,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,scarinae,chlorurus_sordidus_s,chlor.,#error!,1,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,chaetodontidae,chaetodon_trifasciatus,chaetodon,#error!,1,3,6,8,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,acanthuridae,acanthurus_blochii,acanthurus,#error!,1,1,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,1,2,16,18,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,acanthuridae,naso_brevirostris_b,naso,#error!,1,6,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,acanthuridae,naso_elegans,naso,#error!,1,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,acanthuridae,ctenochaetus_spp.,ctenochaetus_spp.,#error!,1,6,16,18,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,haemulidae,plectorhinchus_spp.,plectorhinchus,#error!,1,2,31,33,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,epinephilidae,plectropomus_laevis,plectropomus,#error!,2,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,epinephilidae,anyperodon_leucogrammicus,anyperodon,#error!,2,1,36,38,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,epinephilidae,aethaloperca_rogaa,aetheloperca,#error!,2,1,31,33,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,epinephilidae,aethaloperca_rogaa,aetheloperca,#error!,2,1,36,38,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,epinephilidae,cephalopholis_miniata,cephalopholis,#error!,2,1,36,38,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,2,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,scarinae,scarus_tricolor,scarus,#error!,2,1,36,38,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,chaetodontidae,chaetodon_trifasciatus,chaetodon,#error!,2,5,6,8,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,chaetodontidae,chaetodon_auriga,chaetodon,#error!,2,3,6,8,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,chaetodontidae,chaetodon_trifascialis,chaetodon,#error!,2,1,6,8,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,2,3,11,13,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,acanthuridae,ctenochaetus_spp.,ctenochaetus_spp.,#error!,2,6,11,13,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,epinephilidae,aethaloperca_rogaa,aetheloperca,#error!,3,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,3,1,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,scarinae,scarus_tricolor,scarus,#error!,3,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,scarinae,scarus_tricolor,scarus,#error!,3,1,16,18,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,scarinae,chlorurus_sordidus_s,chlor.,#error!,3,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,scarinae,chlorurus_sordidus_s,chlor.,#error!,3,1,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,scarinae,chlorurus_sordidus_s,chlor.,#error!,3,3,16,18,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,scarinae,chlorurus_sordidus_s,chlor.,#error!,3,5,11,13,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,scarinae,scarus_niger,scarus,#error!,3,2,16,18,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,scarinae,chlorurus_strongylocephalus_s,chlor.,#error!,3,1,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,chaetodontidae,chaetodon_trifasciatus,chaetodon,#error!,3,5,6,8,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,chaetodontidae,chaetodon_trifascialis,chaetodon,#error!,3,2,6,8,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,acanthuridae,zebrasoma_scopas,zebrasoma,#error!,3,3,11,13,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,acanthuridae,naso_brevirostris_b,naso,#error!,3,2,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,acanthuridae,naso_elegans,naso,#error!,3,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,acanthuridae,ctenochaetus_spp.,ctenochaetus_spp.,#error!,3,6,11,13,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,pomacanthidae,centropyge_spp.,centropyge,#error!,3,3,6,8,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,balistidae,balistap_sp.,balistids,#error!,3,1,31,33,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,haemulidae,plectorhinchus_spp.,plectorhinchus,#error!,3,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,haemulidae,plectorhinchus_spp.,plectorhinchus,#error!,3,2,31,33,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,haemulidae,plectorhinchus_spp.,plectorhinchus,#error!,3,1,41,43,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma1,haemulidae,plectorhinchus_spp.,plectorhinchus,#error!,3,1,36,38,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,epinephilidae,plectropomus_punctatus,plectropomus,#error!,4,1,31,33,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,epinephilidae,aethaloperca_rogaa,aetheloperca,#error!,4,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,epinephilidae,aethaloperca_rogaa,aetheloperca,#error!,4,1,31,33,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,epinephilidae,cephalopholis_miniata,cephalopholis,#error!,4,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,epinephilidae,cephalopholis_boenack,cephalopholis,#error!,4,1,16,18,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,epinephilidae,cephalopholis_argus,cephalopholis,#error!,4,1,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,epinephilidae,cephalopholis_argus,cephalopholis,#error!,4,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,4,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,lethrinidae,lethrinus_obsoletus,lethrinus,#error!,4,2,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,lutjanidae,macolor_niger,macolor,#error!,4,1,31,33,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,lutjanidae,macolor_niger,macolor,#error!,4,1,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,chaetodontidae,chaetodon_trifasciatus,chaetodon,#error!,4,2,6,8,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,chaetodontidae,chaetodon_auriga,chaetodon,#error!,4,1,6,8,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,chaetodontidae,chaetodon_falcula,chaetodon,#error!,4,1,6,8,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,acanthuridae,acanthurus_blochii,acanthurus,#error!,4,20,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,acanthuridae,acanthurus_blochii,acanthurus,#error!,4,2,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,4,2,16,18,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,acanthuridae,acanthurus_thompsoni,acanthurus,#error!,4,1,16,18,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,acanthuridae,naso_elegans,naso,#error!,4,1,16,18,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,acanthuridae,ctenochaetus_spp.,ctenochaetus_spp.,#error!,4,3,11,13,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,siganidae,siganus_spp.,siganus,#error!,4,1,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,pomacanthidae,centropyge_spp.,centropyge,#error!,4,1,6,8,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,scarinae,scarus_niger,scarus,#error!,5,2,26,28,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,scarinae,scarus_niger,scarus,#error!,5,1,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,scarinae,chlorurus_sordidus_s,chlor.,#error!,5,1,16,18,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,scarinae,chlorurus_sordidus_s,chlor.,#error!,5,2,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,chaetodontidae,chaetodon_trifasciatus,chaetodon,#error!,5,11,6,8,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,chaetodontidae,chaetodon_trifascialis,chaetodon,#error!,5,3,6,8,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,acanthuridae,zebrasoma_scopas,zebrasoma,#error!,5,7,11,13,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,acanthuridae,naso_elegans,naso,#error!,5,1,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,acanthuridae,naso_elegans,naso,#error!,5,1,16,18,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,acanthuridae,naso_hexacanthus_b,naso,#error!,5,4,21,23,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,acanthuridae,ctenochaetus_spp.,ctenochaetus_spp.,#error!,5,9,11,13,NA,NA,NA,NA
2009-10-16,tanzania,zanzibar,chumb,chuma2,balistidae,balistap_sp.,balistids,#error!,5,1,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,epinephilidae,variola_louti,variola,#error!,1,1,21,23,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lethrinidae,lethrinus_obsoletus,lethrinus,#error!,1,16,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lethrinidae,lethrinus_lentjan,lethrinus,#error!,1,1,16,18,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,1,4,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lutjanidae,aphareus_furca,aphareus,#error!,1,1,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lutjanidae,aphareus_furca,aphareus,#error!,1,1,36,38,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,chaetodontidae,chaetodon_melannotus,chaetodon,#error!,1,1,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,chaetodontidae,forcipiger_longirostris,forcipiger,#error!,1,2,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,chaetodontidae,chaetodon_kleinii,chaetodon,#error!,1,2,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,1,10,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,zebrasoma_scopas,zebrasoma,#error!,1,1,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,naso_vlamingii,naso,#error!,1,1,16,18,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,naso_vlamingii,naso,#error!,1,1,21,23,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,naso_vlamingii,naso,#error!,1,1,26,28,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,pomacanthidae,centropyge_spp.,centropyge,#error!,1,6,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,epinephilidae,cephalopholis_argus,cephalopholis,#error!,2,2,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,epinephilidae,cephalopholis_argus,cephalopholis,#error!,2,1,36,38,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,epinephilidae,epinephelus_fuscoguttatus,epinephelus,#error!,2,1,56,58,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lethrinidae,lethrinus_obsoletus,lethrinus,#error!,2,9,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lethrinidae,lethrinus_obsoletus,lethrinus,#error!,2,4,36,38,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lethrinidae,lethrinus_obsoletus,lethrinus,#error!,2,1,41,43,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lethrinidae,lethrinus_erythracanthus,lethrinus,#error!,2,1,51,53,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,2,5,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,2,2,26,28,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,2,4,36,38,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lutjanidae,lutjanus_fulviflamma,lutjanus,#error!,2,7,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lutjanidae,lutjanus_fulviflamma,lutjanus,#error!,2,4,36,38,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lutjanidae,macolor_niger,macolor,#error!,2,4,36,38,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,scarinae,chlorurus_sordidus_s,chlor.,#error!,2,1,16,18,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,scarinae,scarus_tricolor,scarus,#error!,2,2,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,chaetodontidae,chaetodon_madagaskariensis,chaetodon,#error!,2,1,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,chaetodontidae,chaetodon_melannotus,chaetodon,#error!,2,4,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,chaetodontidae,forcipiger_longirostris,forcipiger,#error!,2,2,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,chaetodontidae,chaetodon_kleinii,chaetodon,#error!,2,4,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,chaetodontidae,chaetodon_trifasciatus,chaetodon,#error!,2,2,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,acanthurus_thompsoni,acanthurus,#error!,2,1,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,acanthurus_leucosternon,acanthurus,#error!,2,1,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,2,2,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,naso_brevirostris_b,naso,#error!,2,3,26,28,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,naso_unicornis,naso,#error!,2,1,36,38,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,naso_vlamingii,naso,#error!,2,2,16,18,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,ctenochaetus_spp.,ctenochaetus_spp.,#error!,2,3,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,siganidae,siganus_stellatus,siganus,#error!,2,1,26,28,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,haemulidae,plectorhinchus_spp.,plectorhinchus,#error!,2,2,36,38,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,epinephilidae,cephalopholis_argus,cephalopholis,#error!,3,1,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,epinephilidae,cephalopholis_argus,cephalopholis,#error!,3,1,21,23,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,epinephilidae,cephalopholis_argus,cephalopholis,#error!,3,1,36,38,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lethrinidae,lethrinus_obsoletus,lethrinus,#error!,3,1,16,18,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,3,3,21,23,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,3,2,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,lutjanidae,lutjanus_bohar,lutjanus,#error!,3,1,16,18,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,scarinae,calotomus_carolinus,calotomus,#error!,3,1,26,28,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,chaetodontidae,forcipiger_longirostris,forcipiger,#error!,3,2,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,3,13,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,zebrasoma_scopas,zebrasoma,#error!,3,1,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,naso_elegans,naso,#error!,3,1,16,18,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,naso_vlamingii,naso,#error!,3,1,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,ctenochaetus_striatus,ctenochaetus,#error!,3,31,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema1,acanthuridae,ctenochaetus_truncatus,ctenochaetus,#error!,3,6,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,epinephilidae,cephalopholis_argus,cephalopholis,#error!,4,1,26,28,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,lutjanidae,lutjanus_fulviflamma,lutjanus,#error!,4,10,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,lutjanidae,lutjanus_fulviflamma,lutjanus,#error!,4,4,36,38,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,lutjanidae,macolor_niger,macolor,#error!,4,1,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,lethrinidae,lethrinus_obsoletus,lethrinus,#error!,4,1,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,scarinae,cetoscarus_ocellatus,cetoscarus,#error!,4,1,61,63,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,scarinae,chlorurus_sordidus_s,chlor.,#error!,4,1,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,acanthuridae,acanthurus_tennentii,acanthurus,#error!,4,1,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,4,8,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,acanthuridae,naso_vlamingii,naso,#error!,4,2,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,acanthuridae,ctenochaetus_spp.,ctenochaetus_spp.,#error!,4,11,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,pomacanthidae,centropyge_spp.,centropyge,#error!,4,1,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,chaetodontidae,chaetodon_kleinii,chaetodon,#error!,4,25,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,chaetodontidae,chaetodon_auriga,chaetodon,#error!,4,1,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,chaetodontidae,chaetodon_lunula,chaetodon,#error!,4,2,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,chaetodontidae,forcipiger_longirostris,forcipiger,#error!,4,1,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,lutjanidae,lutjanus_fulviflamma,lutjanus,#error!,5,23,26,28,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,lutjanidae,lutjanus_fulviflamma,lutjanus,#error!,5,17,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,lutjanidae,lutjanus_fulviflamma,lutjanus,#error!,5,1,36,38,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,lutjanidae,lutjanus_bohar,lutjanus,#error!,5,1,16,18,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,5,1,26,28,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,lethrinidae,monotaxis_grandoculis,monotaxis,#error!,5,1,41,43,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,scarinae,chlorurus_sordidus_s,chlor.,#error!,5,15,16,18,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,scarinae,chlorurus_sordidus_s,chlor.,#error!,5,1,31,33,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,scarinae,chlorurus_sordidus_s,chlor.,#error!,5,1,21,23,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,acanthuridae,acanthurus_nigrofuscus,acanthurus,#error!,5,9,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,acanthuridae,zebrasoma_scopas,zebrasoma,#error!,5,4,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,acanthuridae,naso_elegans,naso,#error!,5,1,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,acanthuridae,naso_vlamingii,naso,#error!,5,1,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,acanthuridae,ctenochaetus_spp.,ctenochaetus_spp.,#error!,5,10,11,13,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,chaetodontidae,chaetodon_kleinii,chaetodon,#error!,5,15,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,chaetodontidae,chaetodon_melannotus,chaetodon,#error!,5,4,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,chaetodontidae,chaetodon_falcula,chaetodon,#error!,5,2,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,chaetodontidae,chaetodon_guttatissimus,chaetodon,#error!,5,2,6,8,NA,NA,NA,NA
2009-10-17,tanzania,zanzibar,mnemb,mnema2,chaetodontidae,forcipiger_longirostris,forcipiger,#error!,5,1,6,8,NA,NA,NA,NA
2009-10-25,tanzania,mnazi_outers,mnazia,mnaza1,chaetodontidae,chaetodon_guttatissimus,chaetodon,#error!,1,1,6,8,NA,NA,NA,NA
2009-10-25,tanzania,mnazi_outers,mnazia,mnaza1,chaetodontidae,chaetodon_kleinii,chaetodon,#error!,1,2,6,8,NA,NA,NA,NA
2009-10-25,tanzania,mnazi_outers,mnazia,mnaza1,chaetodontidae,chaetodon_zanzibarensis,chaetodon,#error!,1,4,6,8,NA,NA,NA,NA
2009-10-25,tanzania,mnazi_outers,mnazia,mnaza1,chaetodontidae,chaetodon_melannotus,chaetodon,#error!,1,4,6,8,NA,NA,NA,NA
2009-10-25,tanzania,mnazi_outers,mnazia,mnaza1,chaetodontidae,chaetodon_trifasciatus,chaetodon,#error!,1,2,6,8,NA,NA,NA,NA
